Variable:,location_id,location_name,FIPS,cause_id,cause_name,sex_id,sex,year_id,mx,upper,lower
,739,Clark County,5019,,,,,,,,
,683,Clay County,5021,,,,,,,,
,709,Cleburne County,5023,,,,,,,,
,744,Cleveland County,5025,,,,,,,,
,755,Columbia County,5027,,,,,,,,
,712,Conway County,5029,,,,,,,,
,701,Craighead County,5031,,,,,,,,
,707,Crawford County,5033,,,,,,,,
,716,Crittenden County,5035,,,,,,,,
,714,Cross County,5037,,,,,,,,
,742,Dallas County,5039,,,,,,,,
,743,Desha County,5041,,,,,,,,
,750,Drew County,5043,,,,,,,,
,718,Faulkner County,5045,,,,,,,,
,705,Franklin County,5047,,,,,,,,
,685,Fulton County,5049,,,,,,,,
,729,Garland County,5051,,,,,,,,
,735,Grant County,5053,,,,,,,,
,693,Greene County,5055,,,,,,,,
,745,Hempstead County,5057,,,,,,,,
,734,Hot Spring County,5059,,,,,,,,
,737,Howard County,5061,,,,,,,,
,702,Independence County,5063,,,,,,,,
,695,Izard County,5065,,,,,,,,
,703,Jackson County,5067,,,,,,,,
,736,Jefferson County,5069,,,,,,,,
,706,Johnson County,5071,,,,,,,,
,754,Lafayette County,5073,,,,,,,,
,694,Lawrence County,5075,,,,,,,,
,727,Lee County,5077,,,,,,,,
,741,Lincoln County,5079,,,,,,,,
,747,Little River County,5081,,,,,,,,
,717,Logan County,5083,,,,,,,,
,724,Lonoke County,5085,,,,,,,,
,692,Madison County,5087,,,,,,,,
,689,Marion County,5089,,,,,,,,
,752,Miller County,5091,,,,,,,,
,700,Mississippi County,5093,,,,,,,,
,726,Monroe County,5095,,,,,,,,
,730,Montgomery County,5097,,,,,,,,
,746,Nevada County,5099,,,,,,,,
,697,Newton County,5101,,,,,,,,
,748,Ouachita County,5103,,,,,,,,
,721,Perry County,5105,,,,,,,,
,732,Phillips County,5107,,,,,,,,
,738,Pike County,5109,,,,,,,,
,710,Poinsett County,5111,,,,,,,,
,731,Polk County,5113,,,,,,,,
,708,Pope County,5115,,,,,,,,
,723,Prairie County,5117,,,,,,,,
,725,Pulaski County,5119,,,,,,,,
,687,Randolph County,5121,,,,,,,,
,720,Saint Francis County,5123,,,,,,,,
,728,Saline County,5125,,,,,,,,
,722,Scott County,5127,,,,,,,,
,698,Searcy County,5129,,,,,,,,
,713,Sebastian County,5131,,,,,,,,
,740,Sevier County,5133,,,,,,,,
,686,Sharp County,5135,,,,,,,,
,699,Stone County,5137,,,,,,,,
,757,Union County,5139,,,,,,,,
,704,Van Buren County,5141,,,,,,,,
,696,Washington County,5143,,,,,,,,
,711,White County,5145,,,,,,,,
,715,Woodruff County,5147,,,,,,,,
,719,Yell County,5149,,,,,,,,
,792,Alameda County,6001,,,,,,,,
,779,Alpine County,6003,,,,,,,,
,784,Amador County,6005,,,,,,,,
,767,Butte County,6007,,,,,,,,
,785,Calaveras County,6009,,,,,,,,
,774,Colusa County,6011,,,,,,,,
,790,Contra Costa County,6013,,,,,,,,
,759,Del Norte County,6015,,,,,,,,
,777,El Dorado County,6017,,,,,,,,
,798,Fresno County,6019,,,,,,,,
,769,Glenn County,6021,,,,,,,,
,761,Humboldt County,6023,,,,,,,,
,815,Imperial County,6025,,,,,,,,
,800,Inyo County,6027,,,,,,,,
,806,Kern County,6029,,,,,,,,
,805,Kings County,6031,,,,,,,,
,772,Lake County,6033,,,,,,,,
,764,Lassen County,6035,,,,,,,,
,814,Los Angeles County,6037,,,,,,,,
,795,Madera County,6039,,,,,,,,
,787,Marin County,6041,,,,,,,,
,793,Mariposa County,6043,,,,,,,,
,768,Mendocino County,6045,,,,,,,,
,797,Merced County,6047,,,,,,,,
,760,Modoc County,6049,,,,,,,,
,783,Mono County,6051,,,,,,,,
,803,Monterey County,6053,,,,,,,,
,780,Napa County,6055,,,,,,,,
,773,Nevada County,6057,,,,,,,,
,812,Orange County,6059,,,,,,,,
,775,Placer County,6061,,,,,,,,
,766,Plumas County,6063,,,,,,,,
,810,Riverside County,6065,,,,,,,,
,782,Sacramento County,6067,,,,,,,,
,802,San Benito County,6069,,,,,,,,
,807,San Bernardino County,6071,,,,,,,,
,813,San Diego County,6073,,,,,,,,
,794,San Francisco County,6075,,,,,,,,
,788,San Joaquin County,6077,,,,,,,,
,808,San Luis Obispo County,6079,,,,,,,,
,796,San Mateo County,6081,,,,,,,,
,811,Santa Barbara County,6083,,,,,,,,
,799,Santa Clara County,6085,,,,,,,,
,801,Santa Cruz County,6087,,,,,,,,
,763,Shasta County,6089,,,,,,,,
,770,Sierra County,6091,,,,,,,,
,758,Siskiyou County,6093,,,,,,,,
,789,Solano County,6095,,,,,,,,
,781,Sonoma County,6097,,,,,,,,
,791,Stanislaus County,6099,,,,,,,,
,776,Sutter County,6101,,,,,,,,
,765,Tehama County,6103,,,,,,,,
,762,Trinity County,6105,,,,,,,,
,804,Tulare County,6107,,,,,,,,
,786,Tuolumne County,6109,,,,,,,,
,809,Ventura County,6111,,,,,,,,
,778,Yolo County,6113,,,,,,,,
,771,Yuba County,6115,,,,,,,,
,831,Adams County,8001,,,,,,,,
,872,Alamosa County,8003,,,,,,,,
,838,Arapahoe County,8005,,,,,,,,
,877,Archuleta County,8007,,,,,,,,
,873,Baca County,8009,,,,,,,,
,861,Bent County,8011,,,,,,,,
,828,Boulder County,8013,,,,,,,,
,879,Broomfield County,8014,,,,,,,,
,851,Chaffee County,8015,,,,,,,,
,852,Cheyenne County,8017,,,,,,,,
,836,Clear Creek County,8019,,,,,,,,
,878,Conejos County,8021,,,,,,,,
,874,Costilla County,8023,,,,,,,,
,857,Crowley County,8025,,,,,,,,
,863,Custer County,8027,,,,,,,,
,848,Delta County,8029,,,,,,,,
,837,Denver County,8031,,,,,,,,
,869,Dolores County,8033,,,,,,,,
,843,Douglas County,8035,,,,,,,,
,834,Eagle County,8037,,,,,,,,
,841,Elbert County,8039,,,,,,,,
,849,El Paso County,8041,,,,,,,,
,853,Fremont County,8043,,,,,,,,
,830,Garfield County,8045,,,,,,,,
,832,Gilpin County,8047,,,,,,,,
,825,Grand County,8049,,,,,,,,
,847,Gunnison County,8051,,,,,,,,
,865,Hinsdale County,8053,,,,,,,,
,866,Huerfano County,8055,,,,,,,,
,818,Jackson County,8057,,,,,,,,
,835,Jefferson County,8059,,,,,,,,
,855,Kiowa County,8061,,,,,,,,
,839,Kit Carson County,8063,,,,,,,,
,844,Lake County,8065,,,,,,,,
,876,La Plata County,8067,,,,,,,,
,822,Larimer County,8069,,,,,,,,
,871,Las Animas County,8071,,,,,,,,
,840,Lincoln County,8073,,,,,,,,
,819,Logan County,8075,,,,,,,,
,845,Mesa County,8077,,,,,,,,
,868,Mineral County,8079,,,,,,,,
,816,Moffat County,8081,,,,,,,,
,875,Montezuma County,8083,,,,,,,,
,854,Montrose County,8085,,,,,,,,
,824,Morgan County,8087,,,,,,,,
,862,Otero County,8089,,,,,,,,
,859,Ouray County,8091,,,,,,,,
,842,Park County,8093,,,,,,,,
,823,Phillips County,8095,,,,,,,,
,846,Pitkin County,8097,,,,,,,,
,860,Prowers County,8099,,,,,,,,
,856,Pueblo County,8101,,,,,,,,
,829,Rio Blanco County,8103,,,,,,,,
,870,Rio Grande County,8105,,,,,,,,
,821,Routt County,8107,,,,,,,,
,858,Saguache County,8109,,,,,,,,
,867,San Juan County,8111,,,,,,,,
,864,San Miguel County,8113,,,,,,,,
,820,Sedgwick County,8115,,,,,,,,
,833,Summit County,8117,,,,,,,,
,850,Teller County,8119,,,,,,,,
,827,Washington County,8121,,,,,,,,
,817,Weld County,8123,,,,,,,,
,826,Yuma County,8125,,,,,,,,
,885,Fairfield County,9001,,,,,,,,
,881,Hartford County,9003,,,,,,,,
,880,Litchfield County,9005,,,,,,,,
,886,Middlesex County,9007,,,,,,,,
,887,New Haven County,9009,,,,,,,,
,884,New London County,9011,,,,,,,,
,882,Tolland County,9013,,,,,,,,
,883,Windham County,9015,,,,,,,,
,889,Kent County,10001,,,,,,,,
,888,New Castle County,10003,,,,,,,,
,890,Sussex County,10005,,,,,,,,
,891,District of Columbia,11001,,,,,,,,
,921,Alachua County,12001,,,,,,,,
,905,Baker County,12003,,,,,,,,
,907,Bay County,12005,,,,,,,,
,919,Bradford County,12007,,,,,,,,
,935,Brevard County,12009,,,,,,,,
,956,Broward County,12011,,,,,,,,
,902,Calhoun County,12013,,,,,,,,
,951,Charlotte County,12015,,,,,,,,
,930,Citrus County,12017,,,,,,,,
,917,Clay County,12019,,,,,,,,
,955,Collier County,12021,,,,,,,,
,904,Columbia County,12023,,,,,,,,
,948,DeSoto County,12027,,,,,,,,
,924,Dixie County,12029,,,,,,,,
,906,Duval County,12031,,,,,,,,
,911,Escambia County,12033,,,,,,,,
,925,Flagler County,12035,,,,,,,,
,920,Franklin County,12037,,,,,,,,
,897,Gadsden County,12039,,,,,,,,
,922,Gilchrist County,12041,,,,,,,,
,950,Glades County,12043,,,,,,,,
,916,Gulf County,12045,,,,,,,,
,901,Hamilton County,12047,,,,,,,,
,942,Hardee County,12049,,,,,,,,
,953,Hendry County,12051,,,,,,,,
,934,Hernando County,12053,,,,,,,,
,943,Highlands County,12055,,,,,,,,
,940,Hillsborough County,12057,,,,,,,,
,893,Holmes County,12059,,,,,,,,
,941,Indian River County,12061,,,,,,,,
,892,Jackson County,12063,,,,,,,,
,899,Jefferson County,12065,,,,,,,,
,914,Lafayette County,12067,,,,,,,,
,929,Lake County,12069,,,,,,,,
,954,Lee County,12071,,,,,,,,
,898,Leon County,12073,,,,,,,,
,926,Levy County,12075,,,,,,,,
,903,Liberty County,12077,,,,,,,,
,900,Madison County,12079,,,,,,,,
,944,Manatee County,12081,,,,,,,,
,927,Marion County,12083,,,,,,,,
,949,Martin County,12085,,,,,,,,
,957,Miami-Dade County,12086,,,,,,,,
,958,Monroe County,12087,,,,,,,,
,896,Nassau County,12089,,,,,,,,
,909,Okaloosa County,12091,,,,,,,,
,945,Okeechobee County,12093,,,,,,,,
,933,Orange County,12095,,,,,,,,
,938,Osceola County,12097,,,,,,,,
,952,Palm Beach County,12099,,,,,,,,
,936,Pasco County,12101,,,,,,,,
,939,Pinellas County,12103,,,,,,,,
,937,Polk County,12105,,,,,,,,
,923,Putnam County,12107,,,,,,,,
,915,Saint Johns County,12109,,,,,,,,
,946,Saint Lucie County,12111,,,,,,,,
,910,Santa Rosa County,12113,,,,,,,,
,947,Sarasota County,12115,,,,,,,,
,932,Seminole County,12117,,,,,,,,
,931,Sumter County,12119,,,,,,,,
,908,Suwannee County,12121,,,,,,,,
,912,Taylor County,12123,,,,,,,,
,918,Union County,12125,,,,,,,,
,928,Volusia County,12127,,,,,,,,
,913,Wakulla County,12129,,,,,,,,
,894,Walton County,12131,,,,,,,,
,895,Washington County,12133,,,,,,,,
,1078,Appling County,13001,,,,,,,,
,1102,Atkinson County,13003,,,,,,,,
,1090,Bacon County,13005,,,,,,,,
,1100,Baker County,13007,,,,,,,,
,1032,Baldwin County,13009,,,,,,,,
,981,Banks County,13011,,,,,,,,
,990,Barrow County,13013,,,,,,,,
,982,Bartow County,13015,,,,,,,,
,1085,Ben Hill County,13017,,,,,,,,
,1097,Berrien County,13019,,,,,,,,
,1037,Bibb County,13021,,,,,,,,
,1052,Bleckley County,13023,,,,,,,,
,1103,Brantley County,13025,,,,,,,,
,1114,Brooks County,13027,,,,,,,,
,1067,Bryan County,13029,,,,,,,,
,1049,Bulloch County,13031,,,,,,,,
,1025,Burke County,13033,,,,,,,,
,1020,Butts County,13035,,,,,,,,
,1093,Calhoun County,13037,,,,,,,,
,1109,Camden County,13039,,,,,,,,
,1054,Candler County,13043,,,,,,,,
,1002,Carroll County,13045,,,,,,,,
,962,Catoosa County,13047,,,,,,,,
,1115,Charlton County,13049,,,,,,,,
,1082,Chatham County,13051,,,,,,,,
,1055,Chattahoochee County,13053,,,,,,,,
,976,Chattooga County,13055,,,,,,,,
,983,Cherokee County,13057,,,,,,,,
,994,Clarke County,13059,,,,,,,,
,1088,Clay County,13061,,,,,,,,
,1011,Clayton County,13063,,,,,,,,
,1108,Clinch County,13065,,,,,,,,
,991,Cobb County,13067,,,,,,,,
,1087,Coffee County,13069,,,,,,,,
,1105,Colquitt County,13071,,,,,,,,
,1009,Columbia County,13073,,,,,,,,
,1104,Cook County,13075,,,,,,,,
,1017,Coweta County,13077,,,,,,,,
,1042,Crawford County,13079,,,,,,,,
,1074,Crisp County,13081,,,,,,,,
,963,Dade County,13083,,,,,,,,
,974,Dawson County,13085,,,,,,,,
,1110,Decatur County,13087,,,,,,,,
,999,DeKalb County,13089,,,,,,,,
,1058,Dodge County,13091,,,,,,,,
,1065,Dooly County,13093,,,,,,,,
,1092,Dougherty County,13095,,,,,,,,
,1004,Douglas County,13097,,,,,,,,
,1096,Early County,13099,,,,,,,,
,1117,Echols County,13101,,,,,,,,
,1051,Effingham County,13103,,,,,,,,
,986,Elbert County,13105,,,,,,,,
,1043,Emanuel County,13107,,,,,,,,
,1066,Evans County,13109,,,,,,,,
,967,Fannin County,13111,,,,,,,,
,1014,Fayette County,13113,,,,,,,,
,975,Floyd County,13115,,,,,,,,
,984,Forsyth County,13117,,,,,,,,
,978,Franklin County,13119,,,,,,,,
,988,Fulton County,13121,,,,,,,,
,968,Gilmer County,13123,,,,,,,,
,1023,Glascock County,13125,,,,,,,,
,1099,Glynn County,13127,,,,,,,,
,973,Gordon County,13129,,,,,,,,
,1112,Grady County,13131,,,,,,,,
,1006,Greene County,13133,,,,,,,,
,989,Gwinnett County,13135,,,,,,,,
,969,Habersham County,13137,,,,,,,,
,979,Hall County,13139,,,,,,,,
,1019,Hancock County,13141,,,,,,,,
,1001,Haralson County,13143,,,,,,,,
,1041,Harris County,13145,,,,,,,,
,980,Hart County,13147,,,,,,,,
,1021,Heard County,13149,,,,,,,,
,1012,Henry County,13151,,,,,,,,
,1048,Houston County,13153,,,,,,,,
,1089,Irwin County,13155,,,,,,,,
,985,Jackson County,13157,,,,,,,,
,1016,Jasper County,13159,,,,,,,,
,1077,Jeff Davis County,13161,,,,,,,,
,1024,Jefferson County,13163,,,,,,,,
,1038,Jenkins County,13165,,,,,,,,
,1044,Johnson County,13167,,,,,,,,
,1033,Jones County,13169,,,,,,,,
,1029,Lamar County,13171,,,,,,,,
,1107,Lanier County,13173,,,,,,,,
,1046,Laurens County,13175,,,,,,,,
,1081,Lee County,13177,,,,,,,,
,1073,Liberty County,13179,,,,,,,,
,997,Lincoln County,13181,,,,,,,,
,1075,Long County,13183,,,,,,,,
,1116,Lowndes County,13185,,,,,,,,
,971,Lumpkin County,13187,,,,,,,,
,1010,McDuffie County,13189,,,,,,,,
,1091,McIntosh County,13191,,,,,,,,
,1056,Macon County,13193,,,,,,,,
,987,Madison County,13195,,,,,,,,
,1053,Marion County,13197,,,,,,,,
,1027,Meriwether County,13199,,,,,,,,
,1106,Miller County,13201,,,,,,,,
,1101,Mitchell County,13205,,,,,,,,
,1030,Monroe County,13207,,,,,,,,
,1061,Montgomery County,13209,,,,,,,,
,1003,Morgan County,13211,,,,,,,,
,961,Murray County,13213,,,,,,,,
,1050,Muscogee County,13215,,,,,,,,
,1007,Newton County,13217,,,,,,,,
,998,Oconee County,13219,,,,,,,,
,995,Oglethorpe County,13221,,,,,,,,
,993,Paulding County,13223,,,,,,,,
,1047,Peach County,13225,,,,,,,,
,977,Pickens County,13227,,,,,,,,
,1095,Pierce County,13229,,,,,,,,
,1031,Pike County,13231,,,,,,,,
,992,Polk County,13233,,,,,,,,
,1060,Pulaski County,13235,,,,,,,,
,1018,Putnam County,13237,,,,,,,,
,1076,Quitman County,13239,,,,,,,,
,959,Rabun County,13241,,,,,,,,
,1080,Randolph County,13243,,,,,,,,
,1015,Richmond County,13245,,,,,,,,
,1005,Rockdale County,13247,,,,,,,,
,1059,Schley County,13249,,,,,,,,
,1034,Screven County,13251,,,,,,,,
,1111,Seminole County,13253,,,,,,,,
,1022,Spalding County,13255,,,,,,,,
,972,Stephens County,13257,,,,,,,,
,1068,Stewart County,13259,,,,,,,,
,1070,Sumter County,13261,,,,,,,,
,1040,Talbot County,13263,,,,,,,,
,1008,Taliaferro County,13265,,,,,,,,
,1063,Tattnall County,13267,,,,,,,,
,1045,Taylor County,13269,,,,,,,,
,1071,Telfair County,13271,,,,,,,,
,1079,Terrell County,13273,,,,,,,,
,1113,Thomas County,13275,,,,,,,,
,1094,Tift County,13277,,,,,,,,
,1062,Toombs County,13279,,,,,,,,
,965,Towns County,13281,,,,,,,,
,1057,Treutlen County,13283,,,,,,,,
,1028,Troup County,13285,,,,,,,,
,1084,Turner County,13287,,,,,,,,
,1039,Twiggs County,13289,,,,,,,,
,966,Union County,13291,,,,,,,,
,1036,Upson County,13293,,,,,,,,
,964,Walker County,13295,,,,,,,,
,1000,Walton County,13297,,,,,,,,
,1098,Ware County,13299,,,,,,,,
,1013,Warren County,13301,,,,,,,,
,1026,Washington County,13303,,,,,,,,
,1086,Wayne County,13305,,,,,,,,
,1069,Webster County,13307,,,,,,,,
,1064,Wheeler County,13309,,,,,,,,
,970,White County,13311,,,,,,,,
,960,Whitfield County,13313,,,,,,,,
,1072,Wilcox County,13315,,,,,,,,
,996,Wilkes County,13317,,,,,,,,
,1035,Wilkinson County,13319,,,,,,,,
,1083,Worth County,13321,,,,,,,,
,1122,Hawaii County,15001,,,,,,,,
,1120,Honolulu County,15003,,,,,,,,
,1118,Kalawao County,15005,,,,,,,,
,1119,Kauai County,15007,,,,,,,,
,1121,Maui County,15009,,,,,,,,
,1151,Ada County,16001,,,,,,,,
,1134,Adams County,16003,,,,,,,,
,1160,Bannock County,16005,,,,,,,,
,1164,Bear Lake County,16007,,,,,,,,
,1127,Benewah County,16009,,,,,,,,
,1154,Bingham County,16011,,,,,,,,
,1146,Blaine County,16013,,,,,,,,
,1141,Boise County,16015,,,,,,,,
,1124,Bonner County,16017,,,,,,,,
,1153,Bonneville County,16019,,,,,,,,
,1123,Boundary County,16021,,,,,,,,
,1142,Butte County,16023,,,,,,,,
,1150,Camas County,16025,,,,,,,,
,1149,Canyon County,16027,,,,,,,,
,1159,Caribou County,16029,,,,,,,,
,1163,Cassia County,16031,,,,,,,,
,1139,Clark County,16033,,,,,,,,
,1129,Clearwater County,16035,,,,,,,,
,1136,Custer County,16037,,,,,,,,
,1144,Elmore County,16039,,,,,,,,
,1166,Franklin County,16041,,,,,,,,
,1138,Fremont County,16043,,,,,,,,
,1140,Gem County,16045,,,,,,,,
,1156,Gooding County,16047,,,,,,,,
,1130,Idaho County,16049,,,,,,,,
,1145,Jefferson County,16051,,,,,,,,
,1162,Jerome County,16053,,,,,,,,
,1126,Kootenai County,16055,,,,,,,,
,1128,Latah County,16057,,,,,,,,
,1133,Lemhi County,16059,,,,,,,,
,1132,Lewis County,16061,,,,,,,,
,1155,Lincoln County,16063,,,,,,,,
,1148,Madison County,16065,,,,,,,,
,1157,Minidoka County,16067,,,,,,,,
,1131,Nez Perce County,16069,,,,,,,,
,1165,Oneida County,16071,,,,,,,,
,1152,Owyhee County,16073,,,,,,,,
,1143,Payette County,16075,,,,,,,,
,1158,Power County,16077,,,,,,,,
,1125,Shoshone County,16079,,,,,,,,
,1147,Teton County,16081,,,,,,,,
,1161,Twin Falls County,16083,,,,,,,,
,1135,Valley County,16085,,,,,,,,
,1137,Washington County,16087,,,,,,,,
,1200,Adams County,17001,,,,,,,,
,1254,Alexander County,17003,,,,,,,,
,1226,Bond County,17005,,,,,,,,
,1259,Boone County,17007,,,,,,,,
,1203,Brown County,17009,,,,,,,,
,1172,Bureau County,17011,,,,,,,,
,1219,Calhoun County,17013,,,,,,,,
,1262,Carroll County,17015,,,,,,,,
